epoch,train_error1,val_error1,train_error5,val_error5
123,6.635999999999996,13.329999999999998,0.1280000000000001,0.5300000000000011
124,6.567999999999998,13.400000000000006,0.12399999999999523,0.46999999999999886
125,6.715999999999994,13.579999999999998,0.11599999999999966,0.45999999999999375
126,6.891999999999996,13.510000000000005,0.13599999999999568,0.45999999999999375
127,6.656000000000006,13.530000000000001,0.12399999999999523,0.5300000000000011
128,6.590000000000003,13.719999999999999,0.10599999999999454,0.4899999999999949
129,6.635999999999996,13.719999999999999,0.13400000000000034,0.5400000000000063
130,6.578000000000003,13.64,0.15399999999999636,0.5100000000000051
131,6.608000000000004,13.549999999999997,0.09799999999999898,0.6099999999999994
132,6.658000000000001,13.799999999999997,0.09600000000000364,0.45999999999999375
133,6.525999999999996,14.0,0.12399999999999523,0.5600000000000023
134,6.450000000000003,13.620000000000005,0.09399999999999409,0.480000000000004
135,6.623999999999995,13.909999999999997,0.10599999999999454,0.519999999999996
136,6.4680000000000035,14.019999999999996,0.09999999999999432,0.6099999999999994
137,6.680000000000007,14.170000000000002,0.12199999999999989,0.7000000000000028
138,6.558000000000007,13.560000000000002,0.12000000000000455,0.6400000000000006
139,6.525999999999996,14.11,0.08599999999999852,0.6299999999999955
140,6.510000000000005,14.480000000000004,0.10200000000000387,0.5799999999999983
141,6.554000000000002,14.069999999999993,0.10200000000000387,0.5900000000000034
142,6.701999999999998,13.819999999999993,0.11199999999999477,0.5100000000000051
143,6.640000000000001,13.909999999999997,0.1039999999999992,0.5999999999999943
144,6.4680000000000035,14.14,0.08400000000000318,0.5799999999999983
145,6.4879999999999995,14.219999999999999,0.117999999999995,0.5699999999999932
146,6.4879999999999995,14.280000000000001,0.0759999999999934,0.6200000000000045
147,6.652000000000001,14.079999999999998,0.09199999999999875,0.7600000000000051
148,6.623999999999995,14.090000000000003,0.10800000000000409,0.5900000000000034
149,6.412000000000006,14.239999999999995,0.09199999999999875,0.5699999999999932
