epoch,train_error1,val_error1,train_error5,val_error5
0,72.054,60.87,20.447999999999993,10.299999999999997
1,57.342,56.85,9.912000000000006,12.840000000000003
2,49.266,49.4,6.924000000000007,6.6299999999999955
3,43.364,41.9,5.162000000000006,5.310000000000002
4,38.808,41.11,4.042000000000002,4.989999999999995
5,35.848,32.89,3.513999999999996,3.5
6,33.522000000000006,35.19,3.2139999999999986,3.930000000000007
7,31.682000000000002,32.769999999999996,2.9180000000000064,3.299999999999997
8,30.209999999999994,28.810000000000002,2.6899999999999977,2.510000000000005
9,29.084000000000003,29.33,2.4140000000000015,3.1099999999999994
10,28.067999999999998,25.849999999999994,2.3299999999999983,2.1700000000000017
11,27.201999999999998,27.61,2.087999999999994,2.510000000000005
12,26.471999999999994,31.549999999999997,2.093999999999994,2.569999999999993
13,25.75,28.489999999999995,1.9620000000000033,2.5900000000000034
14,25.244,25.989999999999995,1.8979999999999961,2.010000000000005
15,24.396,24.92,1.8020000000000067,2.1599999999999966
16,24.048000000000002,24.900000000000006,1.6500000000000057,1.7900000000000063
17,23.620000000000005,27.189999999999998,1.593999999999994,2.0799999999999983
18,23.134,25.86,1.6159999999999997,2.219999999999999
19,22.652,24.939999999999998,1.5139999999999958,2.069999999999993
20,22.28,25.569999999999993,1.5139999999999958,1.980000000000004
21,22.226,24.120000000000005,1.4120000000000061,1.5100000000000051
22,21.64,23.260000000000005,1.4500000000000028,1.5999999999999943
23,21.462000000000003,22.799999999999997,1.343999999999994,1.8700000000000045
24,20.787999999999997,24.120000000000005,1.3179999999999978,1.769999999999996
25,21.034000000000006,23.549999999999997,1.343999999999994,1.7399999999999949
26,20.376000000000005,22.17,1.293999999999997,1.6400000000000006
27,20.483999999999995,22.439999999999998,1.2720000000000056,1.75
28,20.152,22.659999999999997,1.2180000000000035,2.1299999999999955
29,20.016000000000005,25.28,1.2360000000000042,1.6700000000000017
30,19.47,21.260000000000005,1.1500000000000057,1.5600000000000023
31,19.191999999999993,20.989999999999995,1.2279999999999944,1.8900000000000006
32,19.120000000000005,21.819999999999993,1.058000000000007,1.7099999999999937
33,18.778000000000006,19.340000000000003,1.1159999999999997,1.0900000000000034
34,18.786,20.17,1.0999999999999943,1.7399999999999949
35,18.950000000000003,20.980000000000004,1.1059999999999945,1.519999999999996
36,18.604,20.519999999999996,1.0420000000000016,1.4200000000000017
37,18.451999999999998,20.879999999999995,1.019999999999996,1.1400000000000006
38,18.451999999999998,18.849999999999994,0.9920000000000044,1.1200000000000045
39,17.930000000000007,19.799999999999997,1.054000000000002,1.0699999999999932
40,17.968000000000004,19.590000000000003,0.9860000000000042,1.1500000000000057
41,18.043999999999997,18.909999999999997,1.024000000000001,1.230000000000004
42,17.828000000000003,19.86,1.0280000000000058,1.2600000000000051
43,17.611999999999995,19.189999999999998,0.9500000000000028,1.4500000000000028
44,17.522000000000006,20.760000000000005,0.9380000000000024,1.2399999999999949
45,17.311999999999998,19.989999999999995,0.921999999999997,1.2199999999999989
46,17.239999999999995,21.060000000000002,0.9060000000000059,1.4200000000000017
47,17.42,21.849999999999994,0.9000000000000057,2.0799999999999983
48,17.055999999999997,19.92,0.9140000000000015,1.6400000000000006
49,17.120000000000005,19.53,0.902000000000001,1.3299999999999983
50,16.983999999999995,19.299999999999997,0.8499999999999943,0.9899999999999949
51,16.730000000000004,22.340000000000003,0.8239999999999981,1.2900000000000063
52,16.870000000000005,20.260000000000005,0.8059999999999974,1.2999999999999972
53,16.501999999999995,19.430000000000007,0.8739999999999952,1.2199999999999989
54,16.373999999999995,19.319999999999993,0.7800000000000011,1.4099999999999966
55,16.620000000000005,19.17,0.7980000000000018,1.0600000000000023
56,16.331999999999994,20.819999999999993,0.8379999999999939,1.0699999999999932
57,16.354,18.86,0.8539999999999992,1.0
58,16.266000000000005,24.439999999999998,0.8499999999999943,1.4300000000000068
59,16.128,19.370000000000005,0.8020000000000067,1.1800000000000068
60,16.060000000000002,19.840000000000003,0.7960000000000065,1.2999999999999972
61,15.822000000000003,17.870000000000005,0.7960000000000065,1.019999999999996
62,15.768,20.47,0.7720000000000056,1.3700000000000045
63,15.774000000000001,19.810000000000002,0.7720000000000056,1.6700000000000017
64,15.834000000000003,19.909999999999997,0.7519999999999953,1.6200000000000045
65,15.537999999999997,17.810000000000002,0.7680000000000007,1.1299999999999955
66,15.475999999999999,19.840000000000003,0.6940000000000026,1.3700000000000045
67,15.587999999999994,18.049999999999997,0.7240000000000038,1.4500000000000028
68,15.471999999999994,18.040000000000006,0.7120000000000033,1.230000000000004
69,15.590000000000003,23.53,0.6979999999999933,1.4699999999999989
70,15.372,19.340000000000003,0.7060000000000031,1.1500000000000057
71,15.358000000000004,19.189999999999998,0.7399999999999949,1.1200000000000045
72,15.043999999999997,21.549999999999997,0.7480000000000047,1.5
73,15.331999999999994,18.42,0.6919999999999931,1.0499999999999972
74,15.436000000000007,20.060000000000002,0.7660000000000053,1.2399999999999949
75,15.066000000000003,21.230000000000004,0.6839999999999975,1.7800000000000011
76,15.244,21.650000000000006,0.7540000000000049,1.4899999999999949
77,14.715999999999994,18.060000000000002,0.7819999999999965,1.2000000000000028
78,15.135999999999996,20.450000000000003,0.6680000000000064,1.2800000000000011
79,15.022000000000006,18.08,0.7920000000000016,0.9399999999999977
80,15.036000000000001,18.730000000000004,0.7000000000000028,1.2399999999999949
81,14.858000000000004,19.849999999999994,0.6820000000000022,1.3499999999999943
82,14.695999999999998,21.620000000000005,0.6700000000000017,1.9099999999999966
83,14.605999999999995,19.78,0.6979999999999933,1.3900000000000006
84,15.078000000000003,19.090000000000003,0.6419999999999959,1.25
85,14.75,18.560000000000002,0.6340000000000003,1.3700000000000045
86,14.691999999999993,21.049999999999997,0.6580000000000013,1.0100000000000051
87,14.628,18.58,0.6740000000000066,0.9899999999999949
88,14.652000000000001,19.72,0.6820000000000022,1.4099999999999966
89,14.477999999999994,18.129999999999995,0.6359999999999957,1.1299999999999955
90,14.522000000000006,19.319999999999993,0.7139999999999986,1.1800000000000068
91,14.653999999999996,17.849999999999994,0.7120000000000033,1.0900000000000034
92,14.465999999999994,17.959999999999994,0.6539999999999964,1.0499999999999972
93,14.364000000000004,18.730000000000004,0.6260000000000048,1.7000000000000028
94,14.531999999999996,17.120000000000005,0.652000000000001,0.9399999999999977
95,14.305999999999997,15.510000000000005,0.5879999999999939,0.8100000000000023
96,14.394000000000005,18.0,0.6280000000000001,1.0499999999999972
97,14.441999999999993,19.459999999999994,0.6460000000000008,1.2000000000000028
98,14.402000000000001,17.14,0.6099999999999994,1.1200000000000045
99,14.284000000000006,17.799999999999997,0.6460000000000008,1.3799999999999955
100,9.447999999999993,13.510000000000005,0.32399999999999807,0.5799999999999983
101,8.506,14.0,0.23000000000000398,0.6400000000000006
102,8.182000000000002,13.450000000000003,0.24200000000000443,0.6099999999999994
103,8.025999999999996,13.150000000000006,0.23399999999999466,0.6400000000000006
104,7.697999999999993,13.659999999999997,0.20000000000000284,0.5699999999999932
105,7.697999999999993,13.379999999999995,0.1839999999999975,0.4899999999999949
106,7.400000000000006,13.510000000000005,0.17199999999999704,0.6200000000000045
107,7.670000000000002,13.519999999999996,0.1460000000000008,0.5799999999999983
108,7.480000000000004,13.189999999999998,0.16599999999999682,0.5699999999999932
109,7.206000000000003,13.209999999999994,0.14400000000000546,0.5400000000000063
110,7.329999999999998,13.650000000000006,0.1560000000000059,0.5999999999999943
111,6.944000000000003,13.319999999999993,0.15399999999999636,0.5499999999999972
112,7.001999999999995,13.36,0.15399999999999636,0.6099999999999994
113,7.170000000000002,13.370000000000005,0.14799999999999613,0.6700000000000017
114,6.959999999999994,13.069999999999993,0.15800000000000125,0.5799999999999983
115,6.804000000000002,13.200000000000003,0.13800000000000523,0.5499999999999972
116,6.912000000000006,12.670000000000002,0.132000000000005,0.5100000000000051
117,6.634,13.439999999999998,0.1460000000000008,0.5499999999999972
118,6.890000000000001,13.5,0.12600000000000477,0.6400000000000006
119,6.682000000000002,12.969999999999999,0.13800000000000523,0.5799999999999983
120,6.572000000000003,13.319999999999993,0.12999999999999545,0.5900000000000034
121,6.866,14.099999999999994,0.13400000000000034,0.6099999999999994
122,6.616,13.299999999999997,0.11599999999999966,0.5600000000000023
